mem_no	last_name	first_name	gd	birth_dt	entr_dt	grade	sign_up_ch
12721	김	소영	F	1989-06-11	2013-12-28	BRONZE	02
16475	조	미르	M	1977-05-15	2012-11-17	VIP	01
17404	허	석우	M	1982-11-27	2012-01-02	VIP	01
17384	허	태서	M	1985-09-30	2013-12-19	VIP	01
17772	남	봄	F	1971-04-19	2013-08-03	BRONZE	03
13460	김	영재	M	1984-07-14	2011-02-21	BRONZE	01
15406	박	지호	F	1989-07-11	2012-03-31	BRONZE	01
18171	송	유건	M	1989-07-31	2012-08-16	BRONZE	03
17381	여	혜솔	F	1990-08-26	2011-10-27	BRONZE	02
17398	허	영석	M	1985-10-30	2013-03-16	VIP	03
15930	최	다원	M	1990-08-27	2011-09-30	VIP	02
14484	이	솔아	F	1971-05-19	2013-06-16	BRONZE	03
13148	김	찬민	M	1977-06-15	2012-12-23	BRONZE	01
12844	김	지인	F	1982-03-03	2012-09-18	BRONZE	01
12948	김	온유	F	1982-11-28	2011-09-14	BRONZE	01
14755	이	경모	M	1984-08-14	2012-03-19	BRONZE	01
17828	성	이안	M	1989-08-11	2012-01-27	BRONZE	07
13352	김	예윤	F	1989-08-31	2012-08-24	BRONZE	07
17677	허	주은	F	1971-06-19	2012-11-11	VIP	03
18067	황	승훈	M	1982-11-29	2013-11-04	VIP	01
16824	허	아빈	F	1984-09-14	2012-10-19	VIP	01
14474	이	성윤	F	1977-07-15	2012-06-13	BRONZE	03
14598	이	인애	F	1982-04-03	2013-02-26	BRONZE	01
13298	김	시영	M	1985-11-30	2011-05-02	BRONZE	01
15544	이	준형	M	1989-09-11	2012-08-09	BRONZE	02
13704	김	하림	F	1989-09-30	2013-01-16	BRONZE	07
14036	김	형민	M	1990-08-28	2013-01-18	BRONZE	01
16364	윤	세정	F	1971-07-19	2012-07-11	BRONZE	01
17163	신	인경	F	1977-08-15	2013-12-15	BRONZE	03
13573	김	윤경	F	1982-05-03	2011-12-16	BRONZE	01
12501	김	승준	M	1982-11-30	2012-01-28	BRONZE	01
13493	김	민욱	M	1984-10-14	2011-09-24	BRONZE	01
14243	김	무진	M	1985-12-30	2012-09-21	BRONZE	01
16966	유	필립	M	1989-10-11	2012-09-04	BRONZE	02
17097	고	솜	F	1989-10-31	2011-05-09	BRONZE	05
12510	김	재현	M	1990-08-29	2013-08-08	BRONZE	03
15665	최	혜주	F	1971-08-19	2012-02-05	VIP	01
16473	조	형주	M	1982-12-01	2012-07-08	VIP	01
16057	최	건영	M	1984-11-14	2013-09-12	VIP	03
17895	한	소정	F	1989-11-11	2013-07-06	VIP	03
19275	차	준영	F	1993-01-13	2013-08-04	VIP	01
17297	윤	하유	F	1975-01-08	2013-06-08	BRONZE	01
15734	박	유성	M	1977-09-15	2011-12-11	BRONZE	03
17758	문	채민	F	1982-06-03	2011-04-15	BRONZE	01
12747	김	채현	F	1986-01-30	2012-09-25	BRONZE	03
15437	이	승찬	M	1989-11-30	2011-03-30	BRONZE	03
14506	김	채호	M	1990-08-30	2012-05-18	BRONZE	04
15550	최	리안	F	1982-07-03	2012-08-30	VIP	01
16856	허	진경	F	1982-12-02	2013-11-02	VIP	01
14014	김	원호	M	1971-09-19	2012-09-06	BRONZE	01
15251	이	태준	M	1977-10-15	2013-05-07	BRONZE	03
14421	김	시운	M	1984-12-14	2012-09-22	BRONZE	03
12987	김	은율	M	1986-02-28	2012-05-25	BRONZE	03
18156	송	수영	F	1989-12-11	2013-04-08	BRONZE	02
14893	이	서인	M	1989-12-31	2011-10-11	BRONZE	07
13104	김	민결	M	1990-08-31	2011-09-04	BRONZE	03
17373	허	우형	M	1971-10-19	2013-09-08	VIP	01
16003	최	재인	M	1977-11-15	2011-09-23	VIP	03
16648	조	정준	M	1990-01-11	2013-07-15	VIP	06
14032	김	이정	F	1982-10-04	2012-07-10	BRONZE	03
13309	김	지섭	M	1985-01-14	2013-01-24	BRONZE	03
12931	김	단비	F	1986-03-30	2012-02-06	BRONZE	03
17936	임	우주	M	1990-01-31	2011-05-11	BRONZE	04
16900	임	채언	F	1990-09-01	2011-04-19	BRONZE	04
16871	허	희경	F	1971-11-19	2011-09-04	VIP	01
15717	최	해솔	F	1990-02-11	2011-08-31	VIP	04
17505	허	중현	M	1990-09-02	2013-12-02	VIP	05
12716	김	나영	F	1977-12-15	2011-12-17	BRONZE	03
14534	이	하담	F	1982-10-05	2013-07-17	BRONZE	03
16303	윤	선민	F	1985-02-14	2012-08-04	BRONZE	01
14215	김	선경	F	1986-04-30	2013-06-23	BRONZE	05
14100	김	신비	F	1990-02-28	2013-03-31	BRONZE	02
16173	조	윤경	F	1990-09-03	2012-02-02	VIP	03
13769	김	희은	F	1971-12-19	2013-11-08	BRONZE	03
16497	유	현영	F	1978-01-15	2011-08-20	BRONZE	03
16985	유	우리	M	1982-08-03	2013-09-01	BRONZE	01
13310	김	다해	F	1982-10-06	2011-01-18	BRONZE	03
17949	심	라온	F	1985-03-14	2011-07-06	BRONZE	01
15596	이	시안	M	1986-05-30	2011-08-11	BRONZE	03
14332	김	빈	F	1990-03-11	2013-04-22	BRONZE	02
16404	강	희수	M	1990-03-31	2011-08-16	BRONZE	05
15465	최	다경	F	1978-02-15	2012-12-13	VIP	03
17469	허	훤	M	1990-04-11	2011-01-20	VIP	07
17837	홍	은유	F	1990-09-04	2012-08-26	VIP	03
13217	김	태웅	M	1972-01-19	2012-11-01	BRONZE	03
15533	이	단우	M	1982-09-03	2013-11-29	BRONZE	01
13767	김	고운	F	1982-10-07	2012-04-28	BRONZE	03
16362	정	승진	M	1985-04-14	2011-09-09	BRONZE	01
13881	김	제니	F	1986-06-30	2012-10-29	BRONZE	02
17416	유	설화	F	1990-04-30	2013-06-14	BRONZE	04
15239	이	지완	M	1972-02-19	2012-08-03	BRONZE	03
13544	김	민설	F	1978-03-15	2013-04-04	BRONZE	03
16726	유	윤비	F	1982-10-03	2013-10-15	BRONZE	03
14403	이	푸름	F	1985-05-14	2013-03-11	BRONZE	03
14107	김	준엽	M	1986-07-30	2013-02-09	BRONZE	02
14931	이	승건	M	1988-04-22	2012-09-26	BRONZE	02
14627	김	효찬	M	1990-05-11	2012-09-23	BRONZE	01
14790	이	아미	F	1990-05-31	2012-12-09	BRONZE	06
12481	김	시원	M	1990-09-05	2012-12-06	BRONZE	03
17547	허	채율	M	1985-06-14	2013-01-26	VIP	01
17372	허	마루	M	1990-09-06	2012-04-08	VIP	03
14301	김	수한	M	1972-03-19	2012-10-02	BRONZE	03
13324	김	동연	M	1978-04-15	2011-12-03	BRONZE	03
12749	김	단아	F	1982-11-03	2012-12-13	BRONZE	01
14438	김	효원	M	1986-08-30	2013-07-13	BRONZE	02
17214	곽	해율	F	1988-04-23	2012-05-31	BRONZE	01
13482	김	건영	M	1990-06-11	2013-01-17	BRONZE	03
14208	김	승미	F	1990-06-30	2011-03-20	BRONZE	02
16063	최	원	M	1985-07-14	2011-05-05	VIP	03
15947	최	도형	M	1990-07-11	2012-07-25	VIP	05
15168	이	지효	F	1972-04-19	2012-01-01	BRONZE	01
13584	김	초은	F	1978-05-15	2011-10-16	BRONZE	01
16302	윤	소진	F	1982-12-03	2012-08-23	BRONZE	01
15006	이	서진	F	1986-09-30	2011-06-01	BRONZE	02
14461	김	이레	M	1988-04-24	2013-04-25	BRONZE	02
13439	김	해윤	F	1990-07-31	2012-04-08	BRONZE	04
15820	정	담희	F	1990-09-07	2013-07-23	BRONZE	05
16222	최	태빈	M	1988-04-25	2011-05-06	VIP	01
16491	조	대윤	M	1990-08-31	2011-12-19	VIP	07
13955	김	건민	M	1972-05-19	2012-03-24	BRONZE	01
14952	이	하린	F	1978-06-15	2012-01-11	BRONZE	01
13999	김	동균	M	1985-08-14	2013-11-25	BRONZE	01
15426	이	승재	M	1986-10-30	2012-10-31	BRONZE	02
16387	정	의찬	M	1990-08-11	2013-01-05	BRONZE	06
12705	김	재준	M	1990-09-08	2013-05-30	BRONZE	01
15881	최	찬율	M	1990-09-09	2012-05-16	VIP	03
16800	윤	경현	M	1972-06-19	2013-01-12	BRONZE	01
12614	김	태준	M	1978-07-15	2011-03-10	BRONZE	01
12843	김	형준	M	1985-09-14	2011-07-20	BRONZE	03
12397	김	승현	M	1986-11-30	2012-01-26	BRONZE	02
15010	이	하연	F	1988-04-26	2013-11-03	BRONZE	02
14665	이	바다	F	1990-09-11	2012-07-29	BRONZE	04
17337	고	리유	F	1990-09-30	2011-08-07	BRONZE	02
15977	최	상원	M	1988-04-27	2011-05-17	VIP	01
17557	허	호민	M	1990-09-10	2011-03-27	VIP	03
16928	유	태혁	M	1972-07-19	2012-01-13	BRONZE	01
16243	윤	예봄	F	1978-08-15	2011-05-16	BRONZE	01
13690	김	예하	F	1983-01-03	2013-06-15	BRONZE	01
14413	이	현수	F	1985-10-14	2013-10-30	BRONZE	01
18233	성	이든	M	1986-12-30	2013-10-07	BRONZE	02
12877	김	찬	M	1990-10-11	2013-10-07	BRONZE	02
12993	김	강현	M	1990-10-31	2011-10-07	BRONZE	02
16446	유	예설	F	1972-08-19	2011-10-17	BRONZE	01
14641	이	초이	F	1978-09-15	2011-11-06	BRONZE	01
12735	김	보경	F	1983-02-03	2012-05-26	BRONZE	03
17734	서	성민	M	1985-11-14	2011-10-26	BRONZE	01
12432	김	시연	F	1987-01-30	2012-07-26	BRONZE	02
13992	김	애린	F	1988-04-28	2012-02-13	BRONZE	02
16520	유	하령	F	1990-09-11	2011-02-11	BRONZE	05
17806	임	은우	F	1990-11-11	2011-03-06	BRONZE	02
12541	김	지한	M	1990-11-30	2012-09-01	BRONZE	02
13848	김	혜선	F	1972-09-19	2011-03-12	BRONZE	03
17470	권	수빈	F	1983-03-03	2011-10-06	BRONZE	03
17579	손	다현	F	1983-09-30	2012-11-13	BRONZE	03
13113	김	서호	M	1985-12-14	2011-10-02	BRONZE	01
13737	김	율하	F	1987-02-28	2011-04-14	BRONZE	02
16394	윤	재영	F	1988-04-29	2012-08-11	BRONZE	01
14817	이	재린	F	1990-09-12	2012-02-12	BRONZE	06
12471	김	서율	F	1990-12-11	2013-12-16	BRONZE	02
16536	유	성희	F	1990-12-31	2013-11-12	BRONZE	02
17451	허	광민	M	1983-10-31	2013-03-25	VIP	03
15660	최	소담	F	1987-03-30	2012-04-28	VIP	02
18168	홍	로아	F	1991-01-11	2013-05-30	VIP	02
12724	김	도율	M	1972-10-19	2011-06-06	BRONZE	03
14554	이	준영	F	1983-04-03	2013-08-01	BRONZE	03
12598	김	가현	F	1986-01-14	2011-12-17	BRONZE	01
12715	김	태은	F	1988-04-30	2013-05-27	BRONZE	01
15645	이	영민	M	1990-09-13	2011-08-19	BRONZE	07
13437	김	한솔	F	1991-01-31	2013-06-19	BRONZE	02
15965	최	지온	M	1991-02-28	2011-04-07	VIP	02
17017	양	유원	F	1972-11-19	2011-01-11	BRONZE	03
12377	김	수아	F	1983-05-03	2013-11-26	BRONZE	03
13703	김	관우	M	1983-11-30	2013-04-22	BRONZE	03
12967	김	현정	F	1986-02-14	2012-05-29	BRONZE	03
17174	유	인애	F	1987-04-30	2011-08-27	BRONZE	02
13932	김	시혁	M	1988-05-01	2012-09-28	BRONZE	02
15691	이	동혁	M	1990-09-14	2011-05-25	BRONZE	01
14810	이	해랑	F	1991-02-11	2013-03-19	BRONZE	02
17419	허	규범	M	1988-05-02	2012-11-28	VIP	01
15812	박	경준	M	1972-12-19	2012-09-11	BRONZE	03
14645	김	하음	M	1983-12-31	2013-02-23	BRONZE	01
16015	강	승은	F	1986-03-14	2012-07-13	BRONZE	03
18087	문	루아	F	1987-05-30	2011-06-24	BRONZE	02
15374	박	서빈	F	1990-09-15	2012-09-17	BRONZE	02
14525	이	미선	F	1991-03-11	2013-07-09	BRONZE	02
12717	김	재영	M	1992-05-22	2012-09-15	BRONZE	07
12571	김	가윤	F	1973-01-19	2012-02-08	BRONZE	03
17232	임	바다	F	1984-01-31	2013-01-29	BRONZE	02
16907	임	민성	F	1986-04-14	2012-03-28	BRONZE	03
15416	박	효은	F	1987-06-30	2011-10-17	BRONZE	02
12379	김	다은	F	1988-05-03	2011-07-24	BRONZE	01
13850	김	성현	F	1990-09-16	2013-02-06	BRONZE	04
17387	장	수련	F	1991-04-11	2013-07-02	BRONZE	02
18122	여	혜림	F	1992-05-23	2013-12-02	BRONZE	02
17423	양	세화	F	1973-02-19	2013-07-07	BRONZE	03
15762	박	찬민	M	1983-06-03	2012-05-08	BRONZE	01
13017	김	승후	M	1984-02-29	2012-03-09	BRONZE	05
16930	유	아론	M	1986-05-14	2012-11-28	BRONZE	06
17890	배	태준	M	1987-07-30	2011-11-16	BRONZE	02
14493	이	동희	F	1988-05-04	2011-03-11	BRONZE	02
12409	김	지안	F	1990-09-17	2012-07-07	BRONZE	06
12937	김	도연	M	1991-05-11	2013-05-18	BRONZE	02
12719	김	영준	M	1992-05-24	2012-10-16	BRONZE	02
15626	최	지희	F	1991-06-11	2012-03-12	VIP	02
15799	정	아율	F	1973-03-19	2011-09-20	BRONZE	01
15768	박	우혁	M	1983-07-03	2013-03-12	BRONZE	03
16841	윤	단	M	1984-03-31	2011-05-01	BRONZE	05
13405	김	나원	F	1986-06-14	2013-04-04	BRONZE	05
14023	김	초원	F	1987-08-30	2013-04-22	BRONZE	02
14609	김	찬형	M	1988-05-05	2011-10-18	BRONZE	02
17608	임	주원	M	1990-09-18	2011-03-02	BRONZE	07
14163	김	이담	F	1992-05-25	2013-02-24	BRONZE	02
16207	최	강준	M	1987-09-30	2013-03-27	VIP	03
16816	윤	수인	M	1973-04-19	2011-09-02	BRONZE	01
17611	임	지호	M	1983-08-03	2013-10-03	BRONZE	03
12951	김	윤진	F	1984-04-30	2012-12-11	BRONZE	03
16754	윤	용진	M	1986-07-14	2013-05-04	BRONZE	02
12513	김	주하	F	1988-05-06	2011-06-23	BRONZE	02
16573	유	아은	F	1990-09-19	2013-06-05	BRONZE	02
13066	김	제이	F	1991-07-11	2011-03-22	BRONZE	02
16948	유	주훈	M	1992-05-26	2012-02-03	BRONZE	02
16193	조	하이	F	1983-09-03	2012-04-01	VIP	03
15681	이	태환	M	1982-10-07	2013-11-14	BRONZE	03
13117	김	태성	M	1984-05-31	2012-06-02	BRONZE	03
17279	임	가린	F	1986-08-14	2011-10-12	BRONZE	02
13182	김	윤수	M	1987-10-30	2013-06-07	BRONZE	02
14148	김	승언	M	1988-05-07	2012-02-21	BRONZE	02
15411	이	연준	M	1990-09-20	2011-07-04	BRONZE	03
15184	이	채연	F	1991-08-11	2012-06-29	BRONZE	02
17302	유	원희	M	1992-05-27	2011-08-30	BRONZE	04
16515	조	지홍	M	1990-09-21	2013-03-15	VIP	03
13188	김	하리	F	1982-10-07	2012-12-04	BRONZE	03
13888	김	용현	M	1983-10-03	2011-12-01	BRONZE	03
12488	김	지은	F	1984-06-30	2013-10-16	BRONZE	01
13263	김	한비	F	1986-09-14	2011-02-03	BRONZE	02
14662	김	은총	M	1987-11-30	2013-12-23	BRONZE	02
15140	이	현서	M	1988-05-08	2012-01-23	BRONZE	01
14962	이	예진	F	1991-09-11	2013-12-20	BRONZE	02
18228	노	규빈	M	1992-05-28	2011-08-21	BRONZE	05
17060	유	시진	M	1981-01-03	2013-12-03	BRONZE	01
14111	김	영인	F	1984-07-31	2013-12-22	BRONZE	01
16803	윤	도은	M	1986-10-14	2012-12-24	BRONZE	02
13059	김	준현	M	1987-12-30	2013-12-16	BRONZE	02
12544	김	규민	M	1988-05-09	2012-10-02	BRONZE	01
13225	김	은하	F	1990-09-22	2011-09-07	BRONZE	06
12938	김	선우	F	1991-10-11	2013-09-20	BRONZE	02
17968	장	채희	F	1992-05-29	2013-05-17	BRONZE	01
15746	최	규림	F	1986-11-14	2013-09-29	VIP	02
15754	최	승주	F	1988-01-30	2011-03-03	VIP	03
13510	김	미나	F	1981-01-04	2013-07-04	BRONZE	01
13410	김	노아	M	1984-08-31	2011-01-27	BRONZE	01
16735	유	로이	F	1988-05-10	2012-07-08	BRONZE	02
15845	정	서경	F	1990-09-23	2012-08-06	BRONZE	07
12476	김	나윤	F	1991-11-11	2013-10-16	BRONZE	02
15262	이	도영	M	1992-05-30	2013-07-28	BRONZE	02
15469	최	미소	F	1988-05-11	2011-05-02	VIP	03
16084	조	지선	F	1990-09-24	2011-05-20	VIP	03
13189	김	하온	M	1981-01-05	2012-04-15	BRONZE	01
14883	이	하은	F	1983-11-03	2012-12-15	BRONZE	03
14889	이	루다	M	1984-09-30	2013-03-25	BRONZE	01
15657	이	유민	M	1986-12-14	2013-09-24	BRONZE	02
17939	임	시훈	M	1988-02-29	2011-11-07	BRONZE	02
17277	유	진환	M	1991-12-11	2011-10-10	BRONZE	02
13811	김	진수	M	1992-05-31	2012-01-07	BRONZE	02
12497	김	준호	M	1981-01-06	2011-11-27	BRONZE	01
12399	김	예린	F	1983-12-03	2011-10-03	BRONZE	03
17357	남	자영	F	1984-10-31	2012-10-21	BRONZE	03
14167	김	우솔	M	1987-01-14	2011-08-19	BRONZE	02
14587	이	엘리	F	1988-03-30	2011-06-27	BRONZE	01
17613	임	하준	M	1988-05-12	2012-03-22	BRONZE	02
16485	유	예성	F	1990-09-25	2012-02-06	BRONZE	02
13924	김	혜율	F	1992-01-11	2013-04-28	BRONZE	02
18262	서	용준	M	1992-06-01	2011-09-30	BRONZE	02
16469	조	강희	M	1992-02-11	2012-07-13	VVIP	01
17757	홍	지안	M	1984-01-03	2013-10-07	VIP	03
16161	조	린아	F	1987-02-14	2012-05-13	VIP	02
16610	조	유한	M	1988-04-30	2013-05-03	VIP	02
17496	유	소윤	F	1981-01-07	2012-04-21	BRONZE	01
15815	박	민승	M	1984-11-30	2013-07-03	BRONZE	03
17551	신	유빈	F	1988-05-13	2013-11-23	BRONZE	02
13607	김	도현	F	1990-09-26	2013-07-04	BRONZE	02
14132	김	민국	M	1992-06-02	2012-11-20	BRONZE	02
16527	조	제민	M	1984-12-31	2012-06-05	VIP	03
17977	황	도은	F	1988-05-30	2011-02-27	VIP	03
14915	이	인하	M	1981-01-08	2013-10-22	BRONZE	01
13244	김	세윤	M	1984-02-03	2012-08-10	BRONZE	05
18273	심	재아	F	1987-03-14	2011-08-26	BRONZE	02
15120	이	한결	M	1988-05-14	2013-02-22	BRONZE	02
15227	이	하진	F	1990-09-27	2012-01-24	BRONZE	02
17785	정	다혜	F	1992-03-11	2012-05-14	BRONZE	06
17490	전	지원	F	1992-06-03	2012-12-03	BRONZE	02
16224	조	민재	F	1986-05-22	2013-03-16	VIP	03
13873	김	태헌	M	1981-01-09	2011-04-03	BRONZE	03
14745	이	호빈	M	1985-01-31	2013-08-29	BRONZE	03
14051	김	세인	M	1987-04-14	2011-09-30	BRONZE	02
13962	김	윤우	F	1988-05-15	2012-11-11	BRONZE	01
16581	유	다엘	F	1988-06-30	2012-04-25	BRONZE	01
13134	김	영은	F	1990-09-28	2013-03-02	BRONZE	02
15240	이	승연	F	1992-04-11	2013-08-12	BRONZE	02
13095	김	준원	M	1992-06-04	2012-12-12	BRONZE	03
16205	조	루다	F	1990-09-29	2012-03-04	VIP	03
19276	주	수	F	1993-01-14	2013-06-19	VIP	02
13600	김	이수	M	1975-02-08	2013-07-14	BRONZE	03
18173	고	혜리	F	1981-01-10	2011-06-07	BRONZE	03
15311	이	아라	F	1985-02-28	2013-02-22	BRONZE	01
12358	김	지호	M	1987-05-14	2011-06-04	BRONZE	02
13090	김	윤희	F	1988-05-16	2011-12-10	BRONZE	02
15472	이	준석	M	1988-07-30	2013-04-10	BRONZE	02
14276	김	석훈	M	1992-05-11	2012-02-25	BRONZE	02
14595	김	규성	M	1992-06-05	2013-02-14	BRONZE	05
13408	김	연진	F	1981-01-11	2013-05-14	BRONZE	03
12823	김	하음	F	1985-03-31	2012-03-05	BRONZE	01
13615	김	종혁	M	1987-06-14	2013-04-14	BRONZE	02
17881	유	정현	M	1988-05-17	2013-04-25	BRONZE	01
12424	김	민성	M	1988-08-30	2011-05-15	BRONZE	01
17727	장	시원	M	1990-09-30	2012-12-26	BRONZE	02
12447	김	재윤	M	1992-06-06	2013-05-28	BRONZE	01
15146	이	지안	M	1992-06-11	2013-01-31	BRONZE	02
18180	홍	형준	M	1985-04-30	2013-08-03	VIP	01
17349	유	민권	M	1981-01-12	2013-05-23	BRONZE	03
18108	심	진서	F	1986-05-23	2012-05-31	BRONZE	04
14199	김	설현	F	1987-07-14	2013-04-18	BRONZE	02
16426	유	주미	F	1988-05-18	2012-01-17	BRONZE	02
16378	정	보겸	M	1988-09-30	2013-11-13	BRONZE	01
18200	손	효준	M	1990-10-01	2011-12-08	BRONZE	02
17054	여	동희	F	1992-06-07	2012-08-26	BRONZE	03
17030	유	성운	M	1992-07-11	2011-06-05	BRONZE	04
17041	정	미영	F	1981-01-13	2012-11-02	BRONZE	03
17117	남	예경	F	1985-05-31	2012-02-13	BRONZE	01
15918	정	시안	F	1986-05-24	2011-10-10	BRONZE	05
12840	김	준희	F	1987-08-14	2013-08-11	BRONZE	02
17901	권	연재	F	1988-05-19	2013-06-14	BRONZE	02
12611	김	강민	M	1988-10-30	2011-09-14	BRONZE	01
13568	김	연수	M	1990-10-02	2013-06-29	BRONZE	02
16755	윤	하원	M	1992-06-08	2012-01-09	BRONZE	06
14868	이	인규	M	1992-08-11	2013-09-25	BRONZE	02
16832	허	의진	F	1992-09-11	2013-08-11	VIP	02
13939	김	윤빈	F	1981-01-14	2012-12-02	BRONZE	03
12539	김	지율	M	1985-06-30	2011-01-01	BRONZE	03
13488	김	혜영	F	1986-05-25	2011-11-29	BRONZE	06
16354	윤	나림	F	1987-09-14	2012-10-17	BRONZE	02
15678	이	상민	M	1988-05-20	2012-12-21	BRONZE	01
13149	김	영서	F	1988-11-30	2011-09-18	BRONZE	01
12362	김	윤서	F	1990-10-03	2011-09-01	BRONZE	02
17914	노	건희	M	1992-06-09	2012-06-15	BRONZE	02
18034	차	정현	F	1990-10-04	2011-03-16	VIP	02
16145	최	진원	M	1992-10-11	2013-10-09	VIP	02
15276	이	설아	F	1981-01-15	2013-01-12	BRONZE	03
14141	김	진형	M	1985-07-31	2011-07-15	BRONZE	01
12386	김	연우	M	1986-05-26	2013-03-17	BRONZE	03
12649	김	주안	M	1987-10-14	2012-04-23	BRONZE	02
15677	이	서윤	M	1988-05-21	2012-04-29	BRONZE	02
14488	이	규비	F	1988-12-30	2013-03-03	BRONZE	02
16279	정	재경	M	1992-06-10	2013-09-27	BRONZE	02
15561	최	라윤	F	1976-01-03	2011-10-10	VIP	03
16641	조	서안	M	1990-10-05	2013-03-31	VIP	02
16005	최	재용	M	1992-11-11	2013-11-26	VIP	04
14512	이	지솔	F	1981-01-16	2011-12-17	BRONZE	03
12524	김	예성	M	1985-08-31	2013-11-10	BRONZE	03
13207	김	아란	F	1986-05-27	2012-02-02	BRONZE	04
14760	이	마루	M	1987-11-14	2013-01-25	BRONZE	02
15154	이	민혁	M	1989-01-30	2013-10-25	BRONZE	02
13239	김	도영	F	1992-06-11	2011-07-28	BRONZE	02
15540	최	유이	F	1976-02-03	2011-12-09	VIP	03
16889	허	승유	F	1985-09-30	2012-04-28	VIP	01
15031	이	다현	F	1981-01-17	2011-09-27	BRONZE	03
13716	김	송희	F	1987-12-14	2013-03-02	BRONZE	02
12364	김	준우	M	1989-02-28	2013-08-17	BRONZE	02
12547	김	하영	F	1990-10-06	2012-06-18	BRONZE	02
13158	김	선유	F	1992-06-12	2012-02-22	BRONZE	02
13750	김	지언	F	1992-12-11	2013-04-29	BRONZE	01
14753	이	서휘	F	1976-03-03	2013-09-04	BRONZE	03
15159	이	은지	F	1981-01-18	2013-05-28	BRONZE	03
13021	김	영민	M	1985-10-31	2012-11-29	BRONZE	03
13956	김	혜수	F	1988-01-14	2013-02-20	BRONZE	02
13369	김	진주	F	1989-03-30	2011-01-04	BRONZE	02
17158	오	새롬	F	1990-10-07	2012-03-06	BRONZE	02
18229	정	상윤	M	1992-06-13	2013-01-19	BRONZE	01
15318	이	민건	M	1993-01-11	2012-02-14	BRONZE	06
18097	조	여원	F	1972-02-03	2011-09-01	VIP	03
15493	최	현진	F	1972-02-10	2011-11-26	VIP	03
15903	최	지윤	M	1985-06-03	2013-12-11	VIP	01
16239	최	은규	M	1985-10-28	2011-07-18	VIP	03
15856	최	선율	M	1986-05-28	2013-05-09	VIP	03
15974	최	진성	M	1986-06-24	2012-10-26	VIP	03
16861	허	영현	F	1986-07-03	2013-07-25	VIP	03
15838	최	성재	M	1987-01-03	2013-06-19	VIP	02
15450	최	희원	F	1988-02-05	2013-09-07	VIP	03
16109	조	재윤	F	1988-02-14	2011-07-05	VIP	03
16852	허	윤성	F	1993-02-11	2013-11-10	VIP	02
15537	최	이안	F	1993-05-08	2013-10-22	VIP	05
17325	홍	유	F	1997-02-14	2011-01-04	VIP	02
18245	유	송현	F	1970-01-16	2011-07-28	BRONZE	03
16276	윤	나혜	F	1970-02-05	2011-03-31	BRONZE	01
14221	김	리예	F	1973-01-14	2012-03-26	BRONZE	03
14066	김	효연	F	1975-01-06	2012-01-30	BRONZE	04
12841	김	서원	F	1975-01-15	2012-01-22	BRONZE	06
13248	김	호연	M	1975-01-24	2013-11-06	BRONZE	03
16968	유	윤기	M	1975-02-02	2011-11-11	BRONZE	03
16689	유	이엘	F	1976-04-03	2013-02-15	BRONZE	03
15257	이	주호	M	1978-01-03	2012-03-11	BRONZE	03
16298	정	성연	M	1979-02-05	2011-08-15	BRONZE	01
14687	이	미지	F	1981-01-19	2011-09-30	BRONZE	03
15235	이	혜인	F	1981-02-10	2012-07-19	BRONZE	03
16456	유	미진	F	1984-05-06	2013-08-27	BRONZE	03
14110	김	규나	F	1984-05-15	2011-12-01	BRONZE	03
15113	이	민채	F	1985-05-25	2012-07-14	BRONZE	03
18018	심	재은	F	1985-06-12	2013-09-07	BRONZE	01
15985	강	태경	F	1985-10-01	2013-12-05	BRONZE	01
14472	김	정헌	M	1985-10-10	2011-05-06	BRONZE	01
13349	김	명준	M	1985-10-19	2012-02-23	BRONZE	03
17857	서	태양	M	1985-11-06	2012-08-27	BRONZE	01
13313	김	정환	M	1985-11-30	2011-09-17	BRONZE	01
17278	유	채완	M	1986-06-06	2013-07-29	BRONZE	05
17183	양	해슬	F	1986-06-15	2012-05-06	BRONZE	06
14543	김	영후	M	1986-07-12	2011-05-23	BRONZE	02
15570	이	지용	M	1987-05-30	2011-06-04	BRONZE	02
13534	김	진영	F	1989-04-30	2013-08-01	BRONZE	02
12757	김	온유	M	1990-02-10	2012-05-09	BRONZE	03
14853	이	예본	F	1990-10-08	2013-12-09	BRONZE	02
15744	박	주형	M	1992-06-30	2011-02-02	BRONZE	02
14013	김	호현	M	1993-04-29	2013-10-08	BRONZE	03
13004	김	은설	F	1993-05-17	2013-11-05	BRONZE	02
13893	김	명진	M	1993-05-26	2012-08-04	BRONZE	01
13730	김	재경	M	1993-06-04	2011-10-05	BRONZE	01
18218	오	정인	F	1993-06-13	2012-07-07	BRONZE	02
15153	이	예성	M	1993-06-22	2013-01-10	BRONZE	01
15116	이	주은	F	1996-02-13	2012-05-10	BRONZE	07
14335	김	시유	M	1997-02-05	2012-07-15	BRONZE	02
13080	김	승유	M	1997-02-23	2013-12-04	BRONZE	02
12576	김	태양	M	1997-03-04	2013-08-25	BRONZE	06
16931	유	광현	M	1997-03-13	2012-07-06	BRONZE	05
16204	조	송이	F	1975-01-25	2013-12-01	VIP	03
15950	최	인호	M	1981-01-20	2013-09-12	VIP	03
16160	조	에스더	F	1982-02-10	2012-04-22	VIP	03
16596	조	유호	M	1985-06-13	2013-11-27	VIP	01
17820	황	다빈	F	1985-10-02	2013-08-06	VIP	01
15610	최	하엘	F	1985-10-20	2013-06-14	VIP	03
